                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3507,                 2.8301,                 2.2867,                0.36576,                0.50686,                  0.319,                0.15274,                 1.8677,                 3.9971,                 1.9555,             0.00032997,             0.00032997,             0.00032997
